previous_campaign_outcome,contact_method,contact_month,is_new_campaign_client,education_level,subscribed
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,telephone,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,yes
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,telephone,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,yes
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.6y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,telephone,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,high.school,no
nonexistent,cellular,aug,yes,basic.9y,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,telephone,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,basic.4y,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,telephone,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,professional.course,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,high.school,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,university.degree,no
nonexistent,cellular,aug,yes,undisclosed,no
nonexistent,cellular,aug,yes,basic.4y,no
